date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,67.5,0.6444
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.62,0.34
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,38.0,0.3628
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,101.62,0.9701
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,119.68,1.1425
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.7371
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,64.8,0.6186
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,80.34,0.767
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,71.15,0.6792
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600.0,5.7279
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7566
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186.0,1.7757
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,231.43,2.2094
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,149.11,1.4235
2017-02-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,144.38,1.3783
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,72.09,0.6882
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,40.0,0.3819
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,33.5,0.3198
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,38.0,0.3628
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,103.13,0.9845
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,135.0,1.2888
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,milk and dairy,Milk,L,actual,Retail,PKR,78.33,0.7478
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Sugar,KG,actual,Retail,PKR,61.13,0.5836
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (diesel),L,actual,Retail,PKR,80.24,0.766
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,71.04,0.6782
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500.0,4.7733
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7566
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Oil (cooking),L,actual,Retail,PKR,186.0,1.7757
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,173.33,1.6547
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,122.5,1.1695
2017-02-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,115.0,1.0979
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,69.62,0.6646
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,44.43,0.4242
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat,KG,actual,Retail,PKR,36.75,0.3508
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,44.65,0.4263
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,112.59,1.0748
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,139.15,1.3284
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,milk and dairy,Milk,L,actual,Retail,PKR,82.77,0.7902
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Salt,KG,actual,Retail,PKR,12.0,0.1146
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Sugar,KG,actual,Retail,PKR,63.86,0.6096
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (diesel),L,actual,Retail,PKR,80.25,0.7661
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,71.03,0.6781
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,663.0,6.3294
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,181.2,1.7298
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Oil (cooking),L,actual,Retail,PKR,187.2,1.7871
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,158.56,1.5137
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,124.09,1.1846
2017-02-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,122.55,1.1699
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,62.0,0.5919
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,50.0,0.4773
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.0,0.3341
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,106.0,1.0119
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,174.0,1.6611
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,milk and dairy,Milk,L,actual,Retail,PKR,90.0,0.8592
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Sugar,KG,actual,Retail,PKR,60.8,0.5804
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (diesel),L,actual,Retail,PKR,82.31,0.7858
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.38,0.7005
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,550.0,5.2506
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,176.0,1.6802
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Oil (cooking),L,actual,Retail,PKR,178.0,1.6993
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,187.0,1.7852
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,122.0,1.1647
2017-03-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,132.0,1.2601
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,71.67,0.6842
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,47.0,0.4487
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat,KG,actual,Retail,PKR,36.0,0.3437
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,38.42,0.3667
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,94.03,0.8977
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,172.8,1.6496
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,milk and dairy,Milk,L,actual,Retail,PKR,85.0,0.8115
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Sugar,KG,actual,Retail,PKR,60.27,0.5754
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (diesel),L,actual,Retail,PKR,82.28,0.7855
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.26,0.6994
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500.0,4.7733
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7566
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Oil (cooking),L,actual,Retail,PKR,188.0,1.7947
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,173.7,1.6582
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,105.26,1.0049
2017-03-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,105.87,1.0107
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,67.5,0.6444
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.62,0.3401
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,38.0,0.3628
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,83.4,0.7962
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,155.6,1.4854
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.7371
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,63.56,0.6068
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,82.36,0.7863
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.36,0.7003
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600.0,5.7279
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7566
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186.0,1.7757
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,224.07,2.1391
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,142.57,1.3611
2017-03-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,137.57,1.3133
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,74.17,0.7081
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,40.0,0.3819
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,33.4,0.3189
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,37.9,0.3618
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,84.0,0.8019
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,172.83,1.6499
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,milk and dairy,Milk,L,actual,Retail,PKR,78.33,0.7478
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0955
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,miscellaneous food,Sugar,KG,actual,Retail,PKR,58.6,0.5594
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (diesel),L,actual,Retail,PKR,82.28,0.7855
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.28,0.6996
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500.0,4.7733
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,186.4,1.7795
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,oil and fats,Oil (cooking),L,actual,Retail,PKR,188.4,1.7986
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,164.0,1.5656
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,114.0,1.0883
2017-03-15,PUNJAB,Multan,Multan,30.195556,71.475278,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,112.5,1.074
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,71.7,0.6845
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,44.58,0.4256
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat,KG,actual,Retail,PKR,36.6,0.3494
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,44.83,0.428
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,88.07,0.8408
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,199.99,1.9092
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,milk and dairy,Milk,L,actual,Retail,PKR,82.77,0.7902
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Salt,KG,actual,Retail,PKR,12.0,0.1146
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,miscellaneous food,Sugar,KG,actual,Retail,PKR,61.48,0.5869
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (diesel),L,actual,Retail,PKR,82.29,0.7856
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,73.25,0.6993
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,663.0,6.3294
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,181.2,1.7298
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,oil and fats,Oil (cooking),L,actual,Retail,PKR,187.2,1.7871
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,151.96,1.4507
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,118.81,1.1342
2017-03-15,SINDH,Karachi,Karachi,24.9056,67.0822,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,119.3,1.1389
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,67.5,0.6439
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,50.0,0.477
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.0,0.3339
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,101.25,0.9659
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,181.25,1.7291
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,milk and dairy,Milk,L,actual,Retail,PKR,90.0,0.8586
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0954
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,miscellaneous food,Sugar,KG,actual,Retail,PKR,61.0,0.5819
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (diesel),L,actual,Retail,PKR,83.31,0.7947
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.38,0.7096
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,550.0,5.2468
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,176.0,1.679
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,oil and fats,Oil (cooking),L,actual,Retail,PKR,178.0,1.698
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,196.25,1.8721
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,120.0,1.1448
2017-04-15,BALOCHISTAN,Quetta,Quetta,30.187222,67.0125,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,137.5,1.3117
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,71.67,0.6837
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,46.67,0.4452
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.0,0.3339
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,37.96,0.3621
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,90.0,0.8586
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,166.75,1.5907
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,milk and dairy,Milk,L,actual,Retail,PKR,85.0,0.8109
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0954
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,miscellaneous food,Sugar,KG,actual,Retail,PKR,59.67,0.5692
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (diesel),L,actual,Retail,PKR,83.9,0.8004
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.26,0.7084
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,500.0,4.7698
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7553
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,oil and fats,Oil (cooking),L,actual,Retail,PKR,188.0,1.7934
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,177.67,1.6949
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,104.42,0.9961
2017-04-15,KHYBER PAKHTUNKHWA,Peshawar,Peshawar,34.008366,71.580182,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,105.48,1.0062
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,70.18,0.6695
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat,KG,actual,Retail,PKR,35.63,0.3399
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,37.65,0.3592
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Eggs,Dozen,actual,Retail,PKR,78.0,0.7441
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,"meat, fish and eggs",Poultry,KG,actual,Retail,PKR,154.25,1.4715
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,milk and dairy,Milk,L,actual,Retail,PKR,77.21,0.7366
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Salt,KG,actual,Retail,PKR,10.0,0.0954
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,miscellaneous food,Sugar,KG,actual,Retail,PKR,63.6,0.6067
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (diesel),L,actual,Retail,PKR,83.36,0.7952
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,Fuel (petrol-gasoline),L,actual,Retail,PKR,74.36,0.7094
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,non-food,"Wage (non-qualified labour, non-agricultural)",Day,actual,Retail,PKR,600.0,5.7238
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Ghee (artificial),KG,actual,Retail,PKR,184.0,1.7553
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,oil and fats,Oil (cooking),L,actual,Retail,PKR,186.0,1.7744
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Beans(mash),KG,actual,Retail,PKR,228.93,2.1839
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (masur),KG,actual,Retail,PKR,138.93,1.3253
2017-04-15,PUNJAB,Lahore,Lahore,31.549722,74.343611,pulses and nuts,Lentils (moong),KG,actual,Retail,PKR,131.97,1.2589
2017-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,"Rice (basmati, broken)",KG,actual,Retail,PKR,75.84,0.7235
2017-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Rice (coarse),KG,actual,Retail,PKR,40.0,0.3816
2017-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat,KG,actual,Retail,PKR,31.06,0.2963
2017-04-15,PUNJAB,Multan,Multan,30.195556,71.475278,cereals and tubers,Wheat flour,KG,actual,Retail,PKR,35.88,0.3423
